col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17
253,1,0,升级（改进成功）1次火车车,有空升级下机车，有几率爆出好的火车部件哦,1,4,0,0,0,0,0,10,30,0,0,200,"进入车站，点击“火车性能”按钮,点击“改进”，升级1次即可完成任务。"
254,1,0,升级（改进成功）2次火车车,有空升级下机车，有几率爆出好的火车部件哦,2,4,0,0,0,0,0,31,80,0,0,202,"进入车站，点击“火车性能”按钮,点击“改进”，升级2次即可完成任务。"
255,1,0,升级（改进成功）3次火车车,有空升级下机车，有几率爆出好的火车部件哦,3,4,0,0,0,0,0,75,200,0,0,203,"进入车站，点击“火车性能”按钮,点击“改进”，升级3次即可完成任务。"
256,1,3,开启1个车站,公司下半年的发展计划：七月份的目标，开通1个车站,1,0,0,0,0,0,0,10,16,0,0,200,从接到任务时算起，购买任意1个车站，即可完成任务。
257,1,3,开启2个车站,公司下半年的发展计划：八月份的目标，开通2个车站,2,0,0,0,0,0,0,10,16,0,0,201,从接到任务时算起，购买任意2个车站，即可完成任务。
258,1,3,开启1个车站,公司下半年的发展计划：九月份的目标，开通1个车站,1,0,0,0,0,0,0,17,40,0,0,202,从接到任务时算起，购买任意1个车站，即可完成任务。
259,1,3,开启2个车站,公司下半年的发展计划：十月份的目标，开通2个车站,2,0,0,0,0,0,0,17,40,0,0,202,从接到任务时算起，购买任意2个车站，即可完成任务。
260,1,3,开启2个车站,公司下半年的发展计划：十一月份的目标，开通2个车站,2,0,0,0,0,0,0,41,200,0,0,203,从接到任务时算起，购买任意2个车站，即可完成任务。
261,1,3,开启3个车站,公司下半年的发展计划：十二月份的目标，开通3个车站,3,0,0,0,0,0,0,75,200,0,0,203,从接到任务时算起，购买任意3个车站，即可完成任务。
262,1,6,运送张伟1次,这是我表弟的同学的哥哥的邻居，记得给他打折。,1,1,0,0,0,0,0,10,200,0,0,200,运送1个名叫“张伟”旅客到目的地，即可完成任务。
263,1,6,运送张伟2次,这是我表弟的同学的哥哥的邻居，记得给他打折。,2,1,0,0,0,0,0,10,200,0,0,201,运送2个名叫“张伟”旅客到目的地，即可完成任务。
264,1,6,运送张伟5次,这是我表弟的同学的哥哥的邻居，记得给他打折。,5,1,0,0,0,0,0,17,200,0,0,202,运送5个名叫“张伟”旅客到目的地，即可完成任务。
265,1,6,运送张伟10次,这是我表弟的同学的哥哥的邻居，记得给他打折。,10,1,0,0,0,0,0,75,200,0,0,203,运送10个名叫“张伟”旅客到目的地，即可完成任务。
266,1,6,运送王芳1次,你认错人了，我是王芳，不是元芳，谢谢！,1,4,0,0,0,0,0,10,200,0,0,200,运送1个名叫“王芳”旅客到目的地，即可完成任务。
267,1,6,运送王芳2次,你认错人了，我是王芳，不是元芳，谢谢！,2,4,0,0,0,0,0,10,200,0,0,201,运送2个名叫“王芳”旅客到目的地，即可完成任务。
268,1,6,运送王芳5次,你认错人了，我是王芳，不是元芳，谢谢！,5,4,0,0,0,0,0,17,200,0,0,202,运送5个名叫“王芳”旅客到目的地，即可完成任务。
269,1,6,运送王芳10次,你认错人了，我是王芳，不是元芳，谢谢！,10,4,0,0,0,0,0,75,200,0,0,203,运送10个名叫“王芳”旅客到目的地，即可完成任务。
270,1,6,运送李娜1次,姐打的不是网球，是寂寞。,1,8,0,0,0,0,0,10,200,0,0,200,运送1个名叫“李娜”旅客到目的地，即可完成任务。
271,1,6,运送李娜2次,姐打的不是网球，是寂寞。,2,8,0,0,0,0,0,10,200,0,0,201,运送2个名叫“李娜”旅客到目的地，即可完成任务。
272,1,6,运送李娜5次,姐打的不是网球，是寂寞。,5,8,0,0,0,0,0,17,200,0,0,202,运送5个名叫“李娜”旅客到目的地，即可完成任务。
273,1,6,运送李娜10次,姐打的不是网球，是寂寞。,10,8,0,0,0,0,0,75,200,0,0,203,运送10个名叫“李娜”旅客到目的地，即可完成任务。
274,1,6,运输煤炭1次,帮助山西煤老板运煤炭，真是一本万利啊！,1,43,0,0,0,0,0,10,200,0,0,200,运送1个“煤炭”货物到目的地，即可完成任务。
275,1,6,运输煤炭2次,帮助山西煤老板运煤炭，真是一本万利啊！,2,43,0,0,0,0,0,10,200,0,0,201,运送2个“煤炭”货物到目的地，即可完成任务。
276,1,6,运输煤炭5次,帮助山西煤老板运煤炭，真是一本万利啊！,5,43,0,0,0,0,0,17,200,0,0,202,运送5个“煤炭”货物到目的地，即可完成任务。
277,1,6,运输煤炭10次,帮助山西煤老板运煤炭，真是一本万利啊！,10,43,0,0,0,0,0,75,200,0,0,203,运送10个“煤炭”货物到目的地，即可完成任务。
278,1,6,运输木箱子1次,里面装的是一些乱七八糟的东西！,1,45,0,0,0,0,0,10,200,0,0,200,运送1个“木箱子”货物到目的地，即可完成任务。
279,1,6,运输木箱子2次,里面装的是一些乱七八糟的东西！,2,45,0,0,0,0,0,10,200,0,0,201,运送2个“木箱子”货物到目的地，即可完成任务。
280,1,6,运输木箱子5次,里面装的是一些乱七八糟的东西！,5,45,0,0,0,0,0,17,200,0,0,202,运送5个“木箱子”货物到目的地，即可完成任务。
281,1,6,运输木箱子10次,里面装的是一些乱七八糟的东西！,10,45,0,0,0,0,0,75,200,0,0,203,运送10个“木箱子”货物到目的地，即可完成任务。
282,1,6,运输EMC包裹1次,亲！特级快递！一定要准时准点送达哦！,1,46,0,0,0,0,0,10,200,0,0,200,运送1个“EMC包裹”货物到目的地，即可完成任务。
283,1,6,运输EMC包裹2次,亲！特级快递！一定要准时准点送达哦！,2,46,0,0,0,0,0,10,200,0,0,201,运送2个“EMC包裹”货物到目的地，即可完成任务。
284,1,6,运输EMC包裹5次,亲！特级快递！一定要准时准点送达哦！,5,46,0,0,0,0,0,17,200,0,0,202,运送5个“EMC包裹”货物到目的地，即可完成任务。
285,1,6,运输EMC包裹10次,亲！特级快递！一定要准时准点送达哦！,10,46,0,0,0,0,0,75,200,0,0,203,运送10个“EMC包裹”货物到目的地，即可完成任务。
286,1,6,运送小丁丁1次,这是什么？能吃么？,1,3,0,0,0,0,0,10,200,0,0,200,运送1个名叫“小丁丁”旅客到目的地，即可完成任务。
287,1,6,运送小丁丁2次,这是什么？能吃么？,2,3,0,0,0,0,0,10,200,0,0,201,运送2个名叫“小丁丁”旅客到目的地，即可完成任务。
288,1,6,运送小丁丁5次,这是什么？能吃么？,5,3,0,0,0,0,0,17,200,0,0,202,运送5个名叫“小丁丁”旅客到目的地，即可完成任务。
289,1,6,运送小丁丁10次,这是什么？能吃么？,10,3,0,0,0,0,0,75,200,0,0,203,运送10个名叫“小丁丁”旅客到目的地，即可完成任务。
290,1,6,运送王静1次,据说是美女！,1,14,0,0,0,0,0,10,200,0,0,200,运送1个名叫“王静”旅客到目的地，即可完成任务。
291,1,6,运送王静2次,据说是美女！,2,14,0,0,0,0,0,10,200,0,0,201,运送2个名叫“王静”旅客到目的地，即可完成任务。
292,1,6,运送王静5次,据说是美女！,5,14,0,0,0,0,0,17,200,0,0,202,运送5个名叫“王静”旅客到目的地，即可完成任务。
293,1,6,运送王静10次,据说是美女！,10,14,0,0,0,0,0,75,200,0,0,203,运送10个名叫“王静”旅客到目的地，即可完成任务。
294,1,6,运输江豚1次,江豚，比熊猫还少的保护动物。,1,39,0,0,0,0,0,10,200,0,0,200,运送1个“江豚”货物到目的地，即可完成任务。
295,1,6,运输江豚1次,江豚，比熊猫还少的保护动物。,1,39,0,0,0,0,0,10,200,0,0,201,运送2个“江豚”货物到目的地，即可完成任务。
296,1,6,运输江豚1次,江豚，比熊猫还少的保护动物。,1,39,0,0,0,0,0,17,200,0,0,202,运送5个“江豚”货物到目的地，即可完成任务。
297,1,6,运输江豚1次,江豚，比熊猫还少的保护动物。,1,39,0,0,0,0,0,75,200,0,0,203,运送10个“江豚”货物到目的地，即可完成任务。
298,1,6,运输旅行箱1次,富二代的LV旅行包！,1,28,0,0,0,0,0,10,200,0,0,200,运送1个“旅行箱”货物到目的地，即可完成任务。
299,1,6,运输旅行箱2次,富二代的Chanel旅行包！,2,28,0,0,0,0,0,10,200,0,0,201,运送2个“旅行箱”货物到目的地，即可完成任务。
300,1,6,运输旅行箱5次,富二代的Gucci旅行包！,5,28,0,0,0,0,0,17,200,0,0,202,运送5个“旅行箱”货物到目的地，即可完成任务。
301,1,6,运输旅行箱10次,富二代的Prada旅行包！,10,28,0,0,0,0,0,75,200,0,0,203,运送10个“旅行箱”货物到目的地，即可完成任务。
302,1,6,运输大庆石油1次,最近涨价了！,1,33,0,0,0,0,0,10,200,0,0,200,运送1个“石油”货物到目的地，即可完成任务。
303,1,6,运输大庆石油2次,最近涨价了！,2,33,0,0,0,0,0,10,200,0,0,201,运送2个“石油”货物到目的地，即可完成任务。
304,1,6,运输大庆石油5次,最近涨价了！,5,33,0,0,0,0,0,17,200,0,0,202,运送5个“石油”货物到目的地，即可完成任务。
305,1,6,运输大庆石油10次,最近涨价了！,10,33,0,0,0,0,0,75,200,0,0,203,运送10个“石油”货物到目的地，即可完成任务。
306,1,6,运输奶油草莓1次,不易储存，要尽快运出哦！,1,29,0,0,0,0,0,10,200,0,0,200,运送1个“奶油草莓”货物到目的地，即可完成任务。
307,1,6,运输奶油草莓2次,不易储存，要尽快运出哦！,2,29,0,0,0,0,0,10,200,0,0,201,运送2个“奶油草莓”货物到目的地，即可完成任务。
308,1,6,运输奶油草莓5次,不易储存，要尽快运出哦！,5,29,0,0,0,0,0,17,200,0,0,202,运送5个“奶油草莓”货物到目的地，即可完成任务。
309,1,6,运输奶油草莓10次,不易储存，要尽快运出哦！,10,29,0,0,0,0,0,75,200,0,0,203,运送10个“奶油草莓”货物到目的地，即可完成任务。
310,1,6,运送张丽1次,别和我谈理想，戒了。,1,13,0,0,0,0,0,10,200,0,0,200,运送1个名叫“元芳”旅客到目的地，即可完成任务。
311,1,6,运送张丽2次,别跟我谈感情，谈感情伤钱。,2,13,0,0,0,0,0,10,200,0,0,201,运送2个名叫“元芳”旅客到目的地，即可完成任务。
312,1,6,运送张丽5次,咸鱼翻身，还是咸鱼。,5,13,0,0,0,0,0,17,200,0,0,202,运送5个名叫“元芳”旅客到目的地，即可完成任务。
313,1,6,运送张丽10次,生活多美好，有吃有喝有电脑。,10,13,0,0,0,0,0,75,200,0,0,203,运送10个名叫“元芳”旅客到目的地，即可完成任务。
314,1,6,运送莫严1次,拜托！我是莫严，不是莫言！快送我去领“糯贝耳”。,1,21,0,0,0,0,0,10,200,0,0,200,运送1个名叫“莫言”旅客到目的地，即可完成任务。
315,1,6,运送莫严2次,拜托！我是莫严，不是莫言！快送我去领“糯贝耳”。,2,21,0,0,0,0,0,10,200,0,0,201,运送2个名叫“莫言”旅客到目的地，即可完成任务。
316,1,6,运送莫严5次,拜托！我是莫严，不是莫言！快送我去领“糯贝耳”。,5,21,0,0,0,0,0,17,200,0,0,202,运送5个名叫“莫言”旅客到目的地，即可完成任务。
317,1,6,运送莫严10次,拜托！我是莫严，不是莫言！快送我去领“糯贝耳”。,10,21,0,0,0,0,0,75,200,0,0,203,运送10个名叫“莫言”旅客到目的地，即可完成任务。
318,1,6,运送蓝色神秘箱子100次,春节活动，奖励丰盛！,100,131,0,0,0,0,0,10,200,0,0,208,在天津和上海会有蓝色神秘箱子刷新，运输到目的地就能获得奖励。
400,5,0,,,0,0,0,0,0,0,0,1,1,0,0,400,
401,5,0,,,0,0,0,0,0,0,0,2,2,0,0,401,
402,5,0,,,0,0,0,0,0,0,0,3,3,0,0,402,
403,5,0,,,0,0,0,0,0,0,0,4,4,0,0,403,
404,5,0,,,0,0,0,0,0,0,0,5,5,0,0,404,
405,5,0,,,0,0,0,0,0,0,0,6,6,0,0,405,
406,5,0,,,0,0,0,0,0,0,0,7,7,0,0,406,
407,5,0,,,0,0,0,0,0,0,0,8,8,0,0,407,
408,5,0,,,0,0,0,0,0,0,0,1,8,0,0,408,
500,6,0,,,0,0,0,0,0,0,0,1,8,0,0,409,
600,7,0,,,0,0,0,0,0,0,3,1,200,0,0,600,
601,7,0,,,3,0,0,0,0,0,1,1,200,0,0,601,
